11.40999984741211,1527109590
11.430000305175781,1527109636
11.40999984741211,1527109647
11.40999984741211,1527109658
11.399999618530273,1527109669
11.399999618530273,1527109680
11.40999984741211,1527109691
11.399999618530273,1527109702
11.40999984741211,1527109713
11.399999618530273,1527109724
11.40999984741211,1527109735
11.399999618530273,1527109746
11.380000114440918,1527109757
11.399999618530273,1527109768
11.380000114440918,1527109779
11.399999618530273,1527109790
11.380000114440918,1527109801
11.359999656677246,1527109812
11.359999656677246,1527109823
11.380000114440918,1527109834
11.359999656677246,1527109845
11.359999656677246,1527109856
11.34000015258789,1527109867
11.34000015258789,1527109878
11.34000015258789,1527109889
11.319999694824219,1527109900
11.319999694824219,1527109911
11.319999694824219,1527109922
11.300000190734863,1527109933
11.300000190734863,1527109944
11.279999732971191,1527109955
11.279999732971191,1527109966
11.279999732971191,1527109977
11.270000457763672,1527109988
11.279999732971191,1527109999
11.270000457763672,1527110010
11.25,1527110021
11.25,1527110032
11.25,1527110043
11.229999542236328,1527110054
11.210000038146973,1527110065
11.229999542236328,1527110076
11.210000038146973,1527110087
11.210000038146973,1527110098
11.1899995803833,1527110109
11.1899995803833,1527110120
11.1899995803833,1527110131
11.170000076293945,1527110142
11.170000076293945,1527110153
11.170000076293945,1527110164
11.170000076293945,1527110175
11.15999984741211,1527110186
11.140000343322754,1527110197
11.15999984741211,1527110208
11.15999984741211,1527110219
11.140000343322754,1527110230
11.15999984741211,1527110241
11.140000343322754,1527110252
11.119999885559082,1527110263
11.100000381469727,1527110274
11.119999885559082,1527110285
11.100000381469727,1527110296
11.100000381469727,1527110307
11.100000381469727,1527110318
11.100000381469727,1527110329
11.100000381469727,1527110340
11.0600004196167,1527110351
11.079999923706055,1527110362
11.079999923706055,1527110373
11.079999923706055,1527110384
11.079999923706055,1527110395
11.0600004196167,1527110406
11.0600004196167,1527110417
11.050000190734863,1527110428
11.0600004196167,1527110439
11.0600004196167,1527110450
11.050000190734863,1527110461
11.0600004196167,1527110472
11.050000190734863,1527110483
11.050000190734863,1527110494
11.050000190734863,1527110505
11.050000190734863,1527110516
11.050000190734863,1527110527
11.050000190734863,1527110538
11.050000190734863,1527110549
11.029999732971191,1527110560
11.050000190734863,1527110571
11.029999732971191,1527110582
11.050000190734863,1527110593
11.010000228881836,1527110604
11.010000228881836,1527110615
11.010000228881836,1527110626
10.989999771118164,1527110637
11.010000228881836,1527110648
10.989999771118164,1527110659
11.010000228881836,1527110670
10.989999771118164,1527110681
11.010000228881836,1527110692
11.010000228881836,1527110703
